accountingDate,securitiesInformationProcessorSymbolIdentifier,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,changePercent,changePreviousNumber,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,settlementDate
20201231,ATVXF,Activia Properties Ordinary Sh,S,OTC,1903,2042,-6.81,-139,,0,999.99,,2020-12-31
20201231,ATWT,ATWEC Technologies Inc. Commo,S,OTC,1732,10831,-84.01,-9099,,1883994,1.00,,2020-12-31
20201231,ATXG,Addentax Group Corp Common Sto,S,OTC,11,11,0.00,0,,0,999.99,,2020-12-31
20201231,ATZAF,Aritzia Inc. Ordinary Shares (,S,OTC,747431,702454,6.40,44977,,2716,275.20,,2020-12-31
20201231,AUCOY,Polymetal International PLC,S,OTC,5931,5419,9.45,512,,1345,4.41,,2020-12-31
20201231,AUCUF,Inflection Resources Ltd. Comm,S,OTC,2000,0,100.00,2000,,3709,1.00,,2020-12-31
20201231,AUDGF,Audinate Group LTD Ordinary Sh,S,OTC,389,389,0.00,0,,0,999.99,,2020-12-31
20201231,AUDVF,Audi Ag Vormals Audi-Nsu Auto,S,OTC,1,1,0.00,0,,0,999.99,,2020-12-31
20201231,AUDYF,AUSNUTRIA DAIRY CORPORATION LT,S,OTC,2222053,1460053,52.19,762000,,0,999.99,,2020-12-31
20201231,AUHEF,Anhui Expressway Co Ltd Shares,S,OTC,46001,46001,0.00,0,,0,999.99,,2020-12-31
20201231,AUIAF,Aurania Resources Ltd. Ordina,S,OTC,581,0,100.00,581,,23937,1.00,,2020-12-31
20201231,AUKNY,Auckland International Airport,S,OTC,1007,821,22.66,186,,678,1.49,,2020-12-31
20201231,AUKUF,AMS AG Ordinary Shares (Austri,S,OTC,1271078,689499,84.35,581579,,560,999.99,,2020-12-31
20201231,AULGF,Anglogold Ashanti Ltd Reg Shar,S,OTC,4834,4417,9.44,417,,203,23.81,,2020-12-31
20201231,AULRF,Aurelius Equity Opportunities,S,OTC,10569,10334,2.27,235,,0,999.99,,2020-12-31
20201231,AUMBF,1911 Gold Corp Ordinary Shares,S,OTC,384949,385288,-0.09,-339,,98757,3.90,,2020-12-31
20201231,AUMTF,Aurelia Metals Ltd Shs (Austra,S,OTC,150,150,0.00,0,,7992,1.00,,2020-12-31
20201231,AUNFF,Aurcana Silver Corporation Com,S,OTC,150636,34921,331.36,115715,,751794,1.00,,2020-12-31
20201231,AUNM,Auction Mills Inc. New Common,S,OTC,865,0,100.00,865,,839,1.03,,2020-12-31
20201231,AUOTF,AU OPTRONICS CORP SHS (Taiwan),S,OTC,3742,7824104,-99.95,-7820362,,0,999.99,,2020-12-31
20201231,AUOTY,AU Optronics Corp American Dep,S,OTC,2024433,1890437,7.09,133996,,539365,3.75,,2020-12-31
20201231,AURT,Attune RTD Common Stock,S,OTC,15389,8889,73.12,6500,,28436,1.00,,2020-12-31
20201231,AURX,Nuo Therapeutics Inc Common S,S,OTC,1285,0,100.00,1285,,131803,1.00,,2020-12-31
20201231,AUSAF,Australis Capital Inc Common S,S,OTC,7223,16222,-55.47,-8999,,71106,1.00,,2020-12-31
20201231,AUSDF,Perenti Global Ltd.  Ordinary,S,OTC,200,200,0.00,0,,100,2.00,,2020-12-31
20201231,AUSI,Aura Systems Inc. Common Stoc,S,OTC,71,0,100.00,71,,26364,1.00,,2020-12-31
20201231,AUSTF,Austin Engineering Ltd Ordinar,S,OTC,180,180,0.00,0,,0,999.99,,2020-12-31
20201231,AUSVF,GOLD79 MINES LTD Common Shares,S,OTC,3550,8050,-55.90,-4500,,7464,1.00,,2020-12-31
20201231,AUTLF,Austal Limited Ordinary Shares,S,OTC,4767,7914,-39.76,-3147,,50,95.34,,2020-12-31
20201231,AUTLY,Austal Limited Sponsored ADR (,S,OTC,83,111,-25.23,-28,,67,1.24,,2020-12-31
20201231,AUUMF,Aumann AG Ordinary Shares (Ger,S,OTC,100,100,0.00,0,,1434,1.00,,2020-12-31
20201231,AUXSF,AMUNDI IDX SOLUTIONS SICAV MSC,S,OTC,41500,0,100.00,41500,,7545,5.50,,2020-12-31
20201231,AUXXF,Allegiant Gold Ltd Common Stoc,S,OTC,8313,1885,341.01,6428,,97542,1.00,,2020-12-31
20201231,AVACF,Avance Gas Holding Ltd. Com Sh,S,OTC,21898,13128,66.80,8770,,338,64.79,,2020-12-31
20201231,AVASF,Avast PLC Ordinary Shares (Uni,S,OTC,19614,20558,-4.59,-944,,93,210.90,,2020-12-31
20201231,AVBH,Avidbank Holdings Inc. Common,S,OTC,124,124,0.00,0,,5157,1.00,,2020-12-31
20201231,AVCNF,Avicanna Inc Common Shares (Ca,S,OTC,12453,300,4051.00,12153,,21874,1.00,,2020-12-31
20201231,AVCRF,Avricore Health Inc. Ordinary,S,OTC,7765,805,864.60,6960,,5691,1.36,,2020-12-31
20201231,AVCTF,AVACTA GROUP PLC Ordinary Shar,S,OTC,77042,82042,-6.09,-5000,,0,999.99,,2020-12-31
20201231,AVEVF,Aveva Group plc Ordinary Share,S,OTC,9665,9345,3.42,320,,567,17.05,,2020-12-31
20201231,AVGDF,Avidian Gold Corp. Common Shar,S,OTC,3850,2000,92.50,1850,,11254,1.00,,2020-12-31
20201231,AVHHL,Avita Therapeutics Inc Chess D,S,OTC,363384,327155,11.07,36229,,1881,193.19,,2020-12-31
20201231,AVHNF,Ackermans & Van Haaren Sa Ordi,S,OTC,3625,3825,-5.23,-200,,0,999.99,,2020-12-31
20201231,AVHNY,Ackermans & Van Haaren Sa Unsp,S,OTC,141,141,0.00,0,,0,999.99,,2020-12-31
20201231,AVHOQ,Avianca Holdings SA American D,S,OTC,86551,88731,-2.46,-2180,,99093,1.00,,2020-12-31
20201231,AVIFY,Advanced Info Service Ltd Spon,S,OTC,4735,0,100.00,4735,,7848,1.00,,2020-12-31
20201231,AVIJF,Avichina Industry & Technology,S,OTC,7782786,8162146,-4.65,-379360,,0,999.99,,2020-12-31
20201231,AVIKF,Advanced Info Service Public C,S,OTC,287800,245900,17.04,41900,,0,999.99,,2020-12-31
20201231,AVITF,Avic International Holding HK,S,OTC,2135692,2135692,0.00,0,,0,999.99,,2020-12-31
20201231,AVIVF,Advanced Info Service Public C,S,OTC,38205,60405,-36.75,-22200,,91,419.84,,2020-12-31
20201231,AVLNF,Avalon Advanced Materials Inc,S,OTC,129362,122699,5.43,6663,,1183915,1.00,,2020-12-31
20201231,AVLP,Avalanche International Corp C,S,OTC,345,37,832.43,308,,8386,1.00,,2020-12-31
20201231,AVLS,Advanced Lighting Solution Com,S,OTC,16711,16711,0.00,0,,0,999.99,,2020-12-31
20201231,AVMR,Avra Med Robotics Inc Common S,S,OTC,496,626,-20.77,-130,,5282,1.00,,2020-12-31
20201231,AVNBF,Avon Rubber Plc Ordinary Share,S,OTC,366,57,542.11,309,,2,183.00,,2020-12-31
20201231,AVNE,Aventura Equities Inc Common S,S,OTC,20020,20020,0.00,0,,18,999.99,,2020-12-31
20201231,AVPFF,Avcorp Industries Inc Ordinary,S,OTC,623010,624210,-0.19,-1200,,28264,22.04,,2020-12-31
20201231,AVRI,Averox Inc. Common Stock,S,OTC,2048,2048,0.00,0,,455,4.50,,2020-12-31
20201231,AVSR,Avistar Communications Corpora,S,OTC,13545,30593,-55.73,-17048,,69295,1.00,,2020-12-31
20201231,AVTI,Avitar Inc. Common Stock,S,OTC,22516,0,100.00,22516,,793431,1.00,,2020-12-31
20201231,AVTXF,AVANTIUM N V Shs (Netherlands),S,OTC,11405,11405,0.00,0,,1504,7.58,,2020-12-31
20201231,AVVIY,Aviva PLC ADRs - Unsponsored (,S,OTC,15110,9889,52.80,5221,,94761,1.00,,2020-12-31
20201231,AVXT,AVAX Technologies Inc. Common,S,OTC,114515,39585,189.29,74930,,1287994,1.00,,2020-12-31
20201231,AVYAW,Avaya Holdings Corp. Warrant,S,OTC,79,0,100.00,79,,1281,1.00,,2020-12-31
20201231,AWCMF,Alumina Ltd Ordinary Shares (A,S,OTC,494557,694148,-28.75,-199591,,11718,42.20,,2020-12-31
20201231,AWCMY,Alumina Ltd American Depositar,S,OTC,3775,2862,31.90,913,,22279,1.00,,2020-12-31
20201231,AWGI,Ambient Water Corporation,S,OTC,35000,17861,95.96,17139,,179763479,1.00,,2020-12-31
20201231,AWLCF,Awilco Drilling Ltd. Ordinary,S,OTC,1000,9999,-90.00,-8999,,16234,1.00,,2020-12-31
20201231,AWRRF,A&W Rev Royalties Income Fund,S,OTC,7143,4872,46.61,2271,,2350,3.04,,2020-12-31
20201231,AWSL,Atlantic Wind & Solar Inc. Co,S,OTC,40082,34232,17.09,5850,,22099,1.81,,2020-12-31
20201231,AWTRF,Air Water Inc Osaka Ordinary S,S,OTC,158921,185282,-14.23,-26361,,0,999.99,,2020-12-31
20201231,AXAHF,Axa-Uap Sa Ordinary Shares,S,OTC,179150,142852,25.41,36298,,7278,24.62,,2020-12-31
20201231,AXAHY,AXA SA Sponsored ADR (France),S,OTC,37542,50355,-25.45,-12813,,126986,1.00,,2020-12-31
20201231,AXBSF,Axios Mobile Assets Corp. Ordi,S,OTC,152,152,0.00,0,,579,1.00,,2020-12-31
20201231,AXCG,Eyes on the Go Inc.  Common S,S,OTC,4341882,4351882,-0.23,-10000,,19457825,1.00,,2020-12-31
20201231,AXDDF,Azucar Minerals Ltd Ordinary S,S,OTC,8760,1681,421.12,7079,,183679,1.00,,2020-12-31
20201231,AXELF,Axel Springer Verlag Ordinary,S,OTC,20,20,0.00,0,,0,999.99,,2020-12-31
20201231,AXFOF,Axfood AB Ordinary Shares,S,OTC,422125,401340,5.18,20785,,0,999.99,,2020-12-31
20201231,AXFOY,Axfood AB Unsponsored ADR (Swe,S,OTC,27,27,0.00,0,,0,999.99,,2020-12-31
20201231,AXGC,Axis Energy Corporation Common,S,OTC,3878,358,983.24,3520,,111392,1.00,,2020-12-31
20201231,AXIM,Axim Biotechnologies Inc Comm,S,OTC,1012,1623,-37.65,-611,,466245,1.00,,2020-12-31
20201231,AXMIF,AXMIN Inc. Ordinary Shares (C,S,OTC,550,0,100.00,550,,15188,1.00,,2020-12-31
20201231,AXNVF,Axion Ventures Inc. Ordinary S,S,OTC,5430,5380,0.93,50,,3343,1.62,,2020-12-31
20201231,AXPWQ,Axion Power International Inc,S,OTC,15511,787,1870.90,14724,,222655,1.00,,2020-12-31
20201231,AXREF,AMARC Resources Ltd. Ordinary,S,OTC,200,200,0.00,0,,29182,1.00,,2020-12-31
20201231,AXRX,Amexdrug Corporation Common St,S,OTC,231,0,100.00,231,,245,1.00,,2020-12-31
20201231,AXTLF,Axtel S A B de C V Cert Part O,S,OTC,198926,295080,-32.59,-96154,,58818,3.38,,2020-12-31
20201231,AXVEF,CDN MAVERICK CAP CORP Ordinary,S,OTC,2704,408,562.75,2296,,909,2.97,,2020-12-31
20201231,AXXA,Exxe Group Inc. Ordinary Share,S,OTC,72478,90986,-20.34,-18508,,15022611,1.00,,2020-12-31
20201231,AXXDF,Alderon Iron Ore Corp. Ordinar,S,OTC,56232,56232,0.00,0,,130035,1.00,,2020-12-31
20201231,AXXTF,AXIATA GROUP BHD Ordinary Shar,S,OTC,1,0,100.00,1,,955,1.00,,2020-12-31
20201231,AYAAF,Ayala Land Inc Ordinary Shares,S,OTC,485,0,100.00,485,,2555,1.00,,2020-12-31
20201231,AYAG,AMAYA GLOBAL HLDGS CORP Common,S,OTC,482,482,0.00,0,,0,999.99,,2020-12-31
20201231,AYALY,Ayala Corp Unsponsored ADR (Ph,S,OTC,714,514,38.91,200,,381,1.87,,2020-12-31
20201231,AYRWF,AYR STRATEGIES INC SUB LTD VTG,S,OTC,125255,56079,123.35,69176,,276893,1.00,,2020-12-31
20201231,AYSI,Alloy Steel International Inc,S,OTC,1515,1185,27.85,330,,14229,1.00,,2020-12-31
20201231,AYTUZ,Aytu BioScience Inc. Warrant,S,OTC,2299,9459,-75.70,-7160,,11422,1.00,,2020-12-31
20201231,AYYLF,Ayala Corp Ordinary Shares,S,OTC,100,80,25.00,20,,14,7.14,,2020-12-31
20201231,AZASF,Arizona Silver Exploration Inc,S,OTC,3000,1113,169.54,1887,,95242,1.00,,2020-12-31
20201231,AZIHF,Azimut Holding Spa Ordinary Sh,S,OTC,358806,301066,19.18,57740,,22,999.99,,2020-12-31
20201231,AZIHY,Azimut Holding Spa Unsponsored,S,OTC,28,28,0.00,0,,21,1.33,,2020-12-31
20201231,AZKLF,Brainchip Holdings Ltd Ordinar,S,OTC,17664,218625,-91.92,-200961,,1214290,1.00,,2020-12-31
20201231,AZLOF,Azelio AB Ordinary Shares (Swe,S,OTC,18296,3096,490.96,15200,,3018,6.06,,2020-12-31
20201231,AZMCF,Arizona Metals Corp. Common St,S,OTC,31100,900,3355.56,30200,,108287,1.00,,2020-12-31
20201231,AZMTF,Azimut Exploration Inc Ordinar,S,OTC,17298,7620,127.01,9678,,54652,1.00,,2020-12-31
20201231,AZNCF,Astrazeneca Plc Ordinary Share,S,OTC,1297585,18366,6965.15,1279219,,19661,66.00,,2020-12-31
20201231,AZNVF,LAST MILE HLDGS LTD Common Sha,S,OTC,160610,208871,-23.11,-48261,,285192,1.00,,2020-12-31
20201231,AZRGF,Azrieli Group Ltd Tel-Aviv Or,S,OTC,6650,6627,0.35,23,,0,999.99,,2020-12-31
20201231,AZTEF,TV Azteca Sa De CV Ord Part Ce,S,OTC,117240,395545,-70.36,-278305,,169328,1.00,,2020-12-31
20201231,AZURF,Azincourt Energy Corp. Common,S,OTC,13256,86446,-84.67,-73190,,160771,1.00,,2020-12-31
20201231,AZZEF,Blue Star Helium Ltd Ordinary,S,OTC,443894,22954,1833.84,420940,,262376,1.69,,2020-12-31
20201231,AZZTF,Aztec Minerals Corp Ordinary S,S,OTC,133871,82549,62.17,51322,,221004,1.00,,2020-12-31
20201231,AZZUF,Azarga Uranium Corp. Common Sh,S,OTC,2596,26556,-90.22,-23960,,519194,1.00,,2020-12-31
20201231,AZZVF,AVZ Minerals Ltd Ordinary Shar,S,OTC,1000,0,100.00,1000,,6591,1.00,,2020-12-31
20201231,BABAF,Alibaba Group Holding Ltd Ordi,S,OTC,2176186,2226796,-2.27,-50610,,19929,109.20,,2020-12-31
20201231,BABL,Buildablock Corp. Common Stock,S,OTC,140254,123831,13.26,16423,,736173,1.00,,2020-12-31
20201231,BABWF,International Consolidated Air,S,OTC,1324828,1044901,26.79,279927,,44146,30.01,,2020-12-31
20201231,BABYF,Else Nutrition Holdings Inc.,S,OTC,671407,698983,-3.95,-27576,,650878,1.03,,2020-12-31
20201231,BACHF,Bank of China Ltd Beijing Shar,S,OTC,35893019,36475474,-1.60,-582455,,75506,475.37,,2020-12-31
20201231,BACHY,Bank of China Ltd Beijing Unsp,S,OTC,11708,14113,-17.04,-2405,,90300,1.00,,2020-12-31
20201231,BADFF,Badger Daylighting Ltd. (Canad,S,OTC,461098,758896,-39.24,-297798,,820,562.31,,2020-12-31
20201231,BAESF,Bae Systems Plc Ord Gbp .025 O,S,OTC,134804,104338,29.20,30466,,25412,5.30,,2020-12-31
20201231,BAESY,BAE SYSTEMS plc Sponsored ADR,S,OTC,2262293,2274896,-0.55,-12603,,172834,13.09,,2020-12-31
20201231,BAFBF,Balfour Beatty Plc Ordinary Sh,S,OTC,88490,91260,-3.04,-2770,,0,999.99,,2020-12-31
20201231,BAFYY,Balfour Beatty Plc Sponsored A,S,OTC,2014,4914,-59.02,-2900,,4112,1.00,,2020-12-31
20201231,BAINF,Base Inc Ordinary Shares  (Jap,S,OTC,172041,71862,139.40,100179,,4408,39.03,,2020-12-31
20201231,BALTF,Barclays Bk PLC iPath Bloomber,S,OTC,16,41,-60.98,-25,,20,1.00,,2020-12-31
20201231,BAMXF,Bayerische Motoren Werke AG Or,S,OTC,1891933,2140979,-11.63,-249046,,6668,283.73,,2020-12-31
20201231,BANT,Bantec Inc. Common Stock,S,OTC,62789,158147,-60.30,-95358,,84635284,1.00,,2020-12-31
20201231,BARUF,Baru Gold Corp  Common Shares,S,OTC,18290,11487,59.22,6803,,156845,1.00,,2020-12-31
20201231,BASA,Basanite Inc. Common Stock,S,OTC,20224,4248,376.08,15976,,342488,1.00,,2020-12-31
20201231,BASFY,BASF SE American Depositary Sh,S,OTC,28170,19076,47.67,9094,,172039,1.00,,2020-12-31
20201231,BASWW,Basic Energy Services New Warr,S,OTC,4437,4437,0.00,0,,28707,1.00,,2020-12-31
20201231,BASX,Basis Energy Services Inc. Co,S,OTC,138791,149559,-7.20,-10768,,285702,1.00,,2020-12-31
20201231,BATRB,Liberty Media Corp Del Com Ser,S,OTC,1,0,100.00,1,,332,1.00,,2020-12-31
20201231,BAYK,Bay Banks Of Virginia Inc Comm,S,OTC,350,524,-33.21,-174,,6470,1.00,,2020-12-31
20201231,BAYP,Bayport International Holdings,S,OTC,14900,38069,-60.86,-23169,,606918082,1.00,,2020-12-31
20201231,BAYRY,Bayer Aktiengesellschaft Ameri,S,OTC,11989,20066,-40.25,-8077,,745858,1.00,,2020-12-31
20201231,BAYZF,Bayer AG Ordinary Shares,S,OTC,394808,318667,23.89,76141,,6965,56.68,,2020-12-31
20201231,BBAGF,BB Biotech AG Schaffhausen Nam,S,OTC,238,43,453.49,195,,3,79.33,,2020-12-31
20201231,BBAJF,Banco Del Bajio Shares of Bank,S,OTC,252429,173472,45.52,78957,,7694,32.81,,2020-12-31
20201231,BBAL,New York Health Care Inc. Com,S,OTC,34333,0,100.00,34333,,100869,1.00,,2020-12-31
20201231,BBAVF,Signature Aviation PLC  Ordina,S,OTC,441849,439314,0.58,2535,,50067,8.83,,2020-12-31
20201231,BBBMF,Huntsman Exploration Inc. Ordi,S,OTC,7745,5874,31.85,1871,,284139,1.00,,2020-12-31
20201231,BBBXF,Brixton Metals Corp. Ordinary,S,OTC,12587,14189,-11.29,-1602,,509222,1.00,,2020-12-31
20201231,BBDA,BEBIDA BEVERAGE CO Common Stoc,S,OTC,17628,0,100.00,17628,,18737853,1.00,,2020-12-31
20201231,BBKCF,BIGG DIGITAL ASSETS INC Ordina,S,OTC,80780,96467,-16.26,-15687,,2226390,1.00,,2020-12-31
20201231,BBLC,Blockchain Loyalty Corp. Commo,S,OTC,3587,1572,128.18,2015,,11746,1.00,,2020-12-31
20201231,BBMPY,BBMG Corp Unsponsored ADR (Chi,S,OTC,100,100,0.00,0,,0,999.99,,2020-12-31
20201231,BBRRF,Blueberries Medical Co Common,S,OTC,47794,44731,6.85,3063,,416375,1.00,,2020-12-31
20201231,BBRW,BREWBILT MFG INC Common Stock,S,OTC,250000,0,100.00,250000,,377972449,1.00,,2020-12-31
20201231,BBRYF,Burberry Group Plc Ordinary Sh,S,OTC,277154,544112,-49.06,-266958,,14213,19.50,,2020-12-31
20201231,BBSEY,BB Seguridade Participacoes SA,S,OTC,122172,0,100.00,122172,,349551,1.00,,2020-12-31
20201231,BBSRF,Bluestone Resources Inc. Comm,S,OTC,3570,8894,-59.86,-5324,,39484,1.00,,2020-12-31
20201231,BBVTF,BBTV Holdings Inc Com Sub Voti,S,OTC,2474,0,100.00,2474,,8631,1.00,,2020-12-31
20201231,BBVXF,Banco Bilbao Vizcaya Pfd B Ord,S,OTC,981948,1081230,-9.18,-99282,,54776,17.93,,2020-12-31
20201231,BBXIA,BBX Capital Inc. Common Stock,S,OTC,33957,34297,-0.99,-340,,30716,1.11,,2020-12-31
20201231,BCAUF,Brilliance China Automotive Or,S,OTC,9651591,9323191,3.52,328400,,4393,999.99,,2020-12-31
20201231,BCAUY,Brilliance China Automotive Ho,S,OTC,7893,7175,10.01,718,,13146,1.00,,2020-12-31
20201231,BCCI,Baristas Coffee Company Inc. C,S,OTC,821,8321,-90.13,-7500,,694052,1.00,,2020-12-31
20201231,BCCLF,Becle SAB De CV Ordinary Share,S,OTC,419601,294454,42.50,125147,,41511,10.11,,2020-12-31
20201231,BCDRF,Banco Santander S A New Reg Sh,S,OTC,4203478,3202874,31.24,1000604,,94869,44.31,,2020-12-31
20201231,BCEFF,BCE INC 1st Pfd Ser Y Var Rate,S,OTC,100,0,100.00,100,,36,2.78,,2020-12-31
20201231,BCEKF,Bear Creek Mining Corp Common,S,OTC,96781,46858,106.54,49923,,77252,1.25,,2020-12-31
20201231,BCHG,GRAYSCALE BITCOIN CASH TR BCH,S,OTC,114361,81486,40.34,32875,,188329,1.00,,2020-12-31
20201231,BCHHF,Bucher Holding Ag Niederwening,S,OTC,2164,3848,-43.76,-1684,,0,999.99,,2020-12-31
20201231,BCII,Blockchain Industries Inc. Co,S,OTC,5907,5340,10.62,567,,1389403,1.00,,2020-12-31
20201231,BCINF,Bando Chemical Industries Ltd,S,OTC,1700,0,100.00,1700,,0,999.99,,2020-12-31
20201231,BCKIF,Babcock International Group pl,S,OTC,143861,147562,-2.51,-3701,,11334,12.69,,2020-12-31
20201231,BCLMF,Bacanora Lithium PLC Ordinary,S,OTC,10789,9737,10.80,1052,,10393,1.04,,2020-12-31
20201231,BCLYF,Barclays Plc Ord Ordinary Shar,S,OTC,18317792,16947957,8.08,1369835,,53132,344.76,,2020-12-31
20201231,BCMXY,Bank of Communications Co Ltd,S,OTC,62,287,-78.40,-225,,51,1.22,,2020-12-31
20201231,BCNAF,BARCO NV Ordinary Shares,S,OTC,569436,544832,4.52,24604,,18,999.99,,2020-12-31
20201231,BCOMF,B Communications Ltd Ordinary,S,OTC,18170,18121,0.27,49,,5843,3.11,,2020-12-31
20201231,BCRHF,BLUE CAP REINS HLDGS LTD Commo,S,OTC,20866,18309,13.97,2557,,27292,1.00,,2020-12-31
20201231,BCTF,BANCORP 34 INC Common Stock,S,OTC,34,34,0.00,0,,6083,1.00,,2020-12-31
20201231,BCTXF,Briacell Therapeutics Corp. Co,S,OTC,67,303,-77.89,-236,,1001,1.00,,2020-12-31
20201231,BCUCF,Brunello Cucinelli S P A Ordin,S,OTC,262022,269545,-2.79,-7523,,200,999.99,,2020-12-31
20201231,BCUCY,Brunello Cucinelli S P A Unspo,S,OTC,437,278,57.19,159,,1791,1.00,,2020-12-31
20201231,BCUFF,Bell Copper Corporation Ordina,S,OTC,9205,0,100.00,9205,,20973,1.00,,2020-12-31
20201231,BCVVF,Boc Aviation Ltd Ordinary Shar,S,OTC,2235082,2086301,7.13,148781,,6780,329.66,,2020-12-31
20201231,BCYIF,Ishares Plc Ordinary Shares FT,S,OTC,804588,812758,-1.01,-8170,,4800,167.62,,2020-12-31
20201231,BDCO,Blue Dolphin Energy Company Co,S,OTC,19426,0,100.00,19426,,50897,1.00,,2020-12-31
20201231,BDGSF,Bank of Ga Group Plc Ordinary,S,OTC,7308,11385,-35.81,-4077,,45,162.40,,2020-12-31
20201231,BDGXF,Bertrandt AG (Germany),S,OTC,1298,1093,18.76,205,,0,999.99,,2020-12-31
20201231,BDGY,Bridgeway National Corp. Commo,S,OTC,1552,1552,0.00,0,,56933,1.00,,2020-12-31
20201231,BDIMF,Black Diamond Group Ltd Ordina,S,OTC,53559,42960,24.67,10599,,1982,27.02,,2020-12-31
20201231,BDMMF,BURGUNDY DIAMOND MINES LTD Ord,S,OTC,40000,0,100.00,40000,,10102,3.96,,2020-12-31
20201231,BDNNY,Boliden AB Unsponsored ADR (Sw,S,OTC,1087,9,11977.78,1078,,1024,1.06,,2020-12-31
20201231,BDORY,Banco Do Brasil SA Sponsored A,S,OTC,7077,98507,-92.82,-91430,,374034,1.00,,2020-12-31
20201231,BDOUF,BDO Unibank Inc Ordinary Share,S,OTC,765,17,4400.00,748,,4,191.25,,2020-12-31
20201231,BDOUY,BDO Unibank Inc Sponsored ADR,S,OTC,3057,1213,152.02,1844,,23055,1.00,,2020-12-31
20201231,BDPT,Bioadaptives Inc. Common,S,OTC,11431,9699,17.86,1732,,23733,1.00,,2020-12-31
20201231,BDRAF,Bombardier Inc. Convertible Cl,S,OTC,170251,155351,9.59,14900,,102905,1.65,,2020-12-31
20201231,BDRBF,Bombardier Inc. Class B Shares,S,OTC,49814046,49670715,0.29,143331,,1908670,26.10,,2020-12-31
20201231,BDRFF,Beiersdorf A G Ordinary Shares,S,OTC,400909,430037,-6.77,-29128,,582,688.85,,2020-12-31
20201231,BDRFY,Beiersdorf A G Unsponsored ADR,S,OTC,3142,2945,6.69,197,,68099,1.00,,2020-12-31
20201231,BDRGF,Jaeger Resources Corp. Ordinar,S,OTC,1770,0,100.00,1770,,322,5.50,,2020-12-31
20201231,BDRPF,Bombardier Inc. Series 2 Adjus,S,OTC,2,4,-50.00,-2,,75,1.00,,2020-12-31
20201231,BDRXF,Bombardier Inc 6.25% Pfd Serie,S,OTC,442,1000,-55.80,-558,,630,1.00,,2020-12-31
20201231,BDULF,Bangkok Dusit Medical Services,S,OTC,2161200,2161200,0.00,0,,1891,999.99,,2020-12-31
20201231,BDUUF,Bangkok Dusit Medical Services,S,OTC,47,633,-92.58,-586,,0,999.99,,2020-12-31
20201231,BDVB,Bagger Dave's Burger Tavern I,S,OTC,47674,47674,0.00,0,,15078,3.16,,2020-12-31
20201231,BDVSF,Bidvest Group Ltd Ordinary Sha,S,OTC,380973,347782,9.54,33191,,412,924.69,,2020-12-31
20201231,BDVSY,Bidvest Group Ltd Sponsored AD,S,OTC,979,1019,-3.93,-40,,18510,1.00,,2020-12-31
20201231,BDWBF,BUDWEISER BREWING CO APAC LTD,S,OTC,2745899,2295542,19.62,450357,,800,999.99,,2020-12-31
20201231,BDWBY,Budweiser Brewing Company APAC,S,OTC,460,576,-20.14,-116,,5676,1.00,,2020-12-31
20201231,BEBE,BEBE STORES INC Common Stock,S,OTC,2778,2914,-4.67,-136,,4852,1.00,,2020-12-31
20201231,BECBF,iShares III PLC BARCLAYS EURO,S,OTC,100,100,0.00,0,,0,999.99,,2020-12-31
20201231,BECVY,BEC World Public Co Ltd Americ,S,OTC,100,100,0.00,0,,11,9.09,,2020-12-31
20201231,BEEI,Bald Eagle Energy Inc. Common,S,OTC,447630,492705,-9.15,-45075,,107842,4.15,,2020-12-31
20201231,BEIGF,BEIGENE LTD SHS (Cayman Island,S,OTC,157957,0,100.00,157957,,2364,66.82,,2020-12-31
20201231,BEIJF,Beijing North Star Co Ltd H Or,S,OTC,758000,758000,0.00,0,,182,999.99,,2020-12-31
20201231,BELDF,Batero Gold Corp. Ordinary Sha,S,OTC,27500,1000,2650.00,26500,,14782,1.86,,2020-12-31
20201231,BELGF,Bellevue Gold Ltd Ordinary Sh,S,OTC,158713,3955,3912.97,154758,,0,999.99,,2020-12-31
20201231,BELP,BELPOINTE REIT INC Common Stoc,S,OTC,250,18689,-98.66,-18439,,35131,1.00,,2020-12-31
20201231,BENZF,Benz Mng Corp Ordinary Shares,S,OTC,7162,4608,55.43,2554,,18245,1.00,,2020-12-31
20201231,BEPTF,Beach Petroleum Ltd Ordinary S,S,OTC,195856,121260,61.52,74596,,1494,131.10,,2020-12-31
20201231,BERK,Berkshire Bancorp Inc. Common,S,OTC,324,324,0.00,0,,281,1.15,,2020-12-31
20201231,BESIY,BE Semiconductor Industries NV,S,OTC,713,693,2.89,20,,280,2.55,,2020-12-31
20201231,BESVF,BE Semiconductor Industries NV,S,OTC,1414213,1461688,-3.25,-47475,,33,999.99,,2020-12-31
20201231,BETRF,BETTERLIFE PHARMA INC Common S,S,OTC,7906,13767,-42.57,-5861,,304432,1.00,,2020-12-31
20201231,BEUT,Science to Consumers Inc. Com,S,OTC,742,742,0.00,0,,3058,1.00,,2020-12-31
20201231,BEVFF,Diversified Royalty Corp.  Ord,S,OTC,840948,885047,-4.98,-44099,,1421,591.80,,2020-12-31
20201231,BEWFF,BeWhere Hldgs Inc. Ordinary Sh,S,OTC,17085,0,100.00,17085,,63236,1.00,,2020-12-31
